,SRR6819014,SRR6819015,SRR6819016,SRR6819017,SRR6819018,SRR6819019,SRR6819020,SRR6819021,SRR6819022,SRR6819023
FUN_008168,1619,2229,2246,1756,2386,2002,1790,1985,1817,2229
FUN_028371,27,65,70,68,19,7,33,11,5,13
FUN_014250,2146,2422,1691,1750,3517,2996,2695,3515,2716,4524
FUN_014251,0,0,0,0,0,0,0,0,0,0
FUN_029991,705,806,937,717,838,646,700,797,693,905
FUN_014253,73,115,31,85,139,146,147,147,130,251
FUN_014254,0,0,0,0,0,0,0,0,0,0
FUN_029996,30,56,37,50,29,43,34,36,25,41
FUN_029995,398,460,602,408,390,146,441,224,102,486
FUN_014257,2312,3017,3291,2515,6798,3979,4004,8216,4933,6739
FUN_014258,0,0,0,0,0,0,0,0,0,0
FUN_014259,173,175,244,175,305,284,162,267,287,351
FUN_029999,469,699,746,625,1066,858,583,991,779,1137
FUN_028373,338,482,531,535,716,524,373,652,520,812
FUN_025197,783,1161,721,833,2157,1819,1317,2058,1859,2342
FUN_025196,0,0,0,0,0,0,0,0,0,0
FUN_025195,0,0,0,0,0,0,0,0,0,0
FUN_025194,320,371,410,302,211,208,367,76,82,209
FUN_025193,11,12,13,9,2,2,4,0,0,0
FUN_025192,60,123,107,49,291,167,82,277,158,305
FUN_025191,0,0,0,0,0,0,0,0,0,0
FUN_025190,994,1379,1435,1216,2008,1451,959,1713,1512,2124
FUN_025199,0,1,0,0,1,1,0,0,1,1
FUN_025198,4,21,14,8,26,19,13,30,0,0
FUN_019842,1160,1582,1465,1471,1843,1512,1306,1740,1377,2229
FUN_019843,0,10,3,10,6,4,4,11,4,5
FUN_019840,48,55,41,46,116,95,67,107,88,143
FUN_019841,0,0,0,0,0,0,0,0,0,0
FUN_019846,137,190,155,129,353,272,158,401,234,423
FUN_019847,3,0,0,0,0,0,0,0,0,0
FUN_019844,32,51,26,38,106,79,73,115,86,135
FUN_019845,0,0,0,0,0,0,0,0,0,0
FUN_019848,22,25,29,38,24,29,21,27,47,29
FUN_019849,2811,4340,4447,3438,1652,1229,2252,1306,1190,1531
FUN_015121,27,33,28,38,7,4,31,2,2,5
FUN_015120,0,14,0,5,11,8,10,16,8,16
FUN_015123,368,437,374,404,736,697,471,671,566,812
FUN_015122,0,0,0,0,0,0,0,0,0,0
FUN_015125,0,0,0,1,0,0,18,4,10,6
FUN_015124,62,121,112,71,175,94,110,94,106,128
FUN_015127,66,95,31,48,108,83,48,80,59,96
FUN_008085,1284,1876,2179,1624,2659,2317,1505,2581,2076,3068
FUN_015129,168,241,284,275,445,420,291,444,421,523
FUN_015128,0,0,0,0,0,0,0,0,0,0
FUN_024435,2,4,5,2,2,3,0,3,5,8
FUN_008087,0,0,0,0,0,9,0,0,0,9
FUN_024433,6,9,4,7,24,11,15,19,14,18
FUN_008082,309,416,508,322,668,538,409,682,536,905
FUN_024430,765,1169,764,1195,1488,1370,1087,1264,897,1567
FUN_023928,28,89,111,80,47,55,44,51,60,56
FUN_023929,94,108,133,149,186,191,126,201,134,221
FUN_023920,298,393,180,286,554,428,341,536,507,659
FUN_023921,0,0,0,2,5,0,0,0,2,0
FUN_023922,7074,19258,12567,13135,5694,4918,6220,4288,21446,9690
FUN_023923,0,0,0,0,0,0,0,0,0,0
FUN_023924,1,4,2,8,10,5,1,3,8,6
FUN_023925,203,334,222,280,534,436,291,535,394,499
FUN_023926,0,0,0,0,0,0,0,0,0,0
FUN_023927,24288,18063,22195,7632,689,6735,13034,15,22,361
FUN_020477,1566,2019,3052,2077,2677,1882,1577,2259,1962,2492
FUN_020476,394,441,463,457,631,505,385,536,446,672
FUN_020475,190,307,283,281,483,416,286,425,399,520
FUN_020474,6553,8526,6370,9648,13637,9024,7580,12529,7840,11227
FUN_020473,23,20,0,30,39,20,42,33,31,0
FUN_020472,736,1098,913,791,1622,1328,1015,1592,1116,1643
FUN_020471,492,636,404,490,886,689,675,789,753,1027
FUN_020470,257,414,260,268,605,439,255,377,351,567
FUN_023636,316,573,627,446,216,351,577,106,108,334
FUN_020479,411,656,285,342,357,35,382,77,75,128
FUN_020478,0,0,0,0,0,0,0,0,0,0
FUN_023637,125,110,59,118,78,87,120,74,71,134
FUN_028622,6736,9231,9132,8866,15793,12217,10176,16614,12278,15060
FUN_004951,421,673,737,667,1169,951,574,1115,889,1212
FUN_028623,0,3,0,0,2,2,3,3,2,1
FUN_028620,0,2,0,0,5,3,0,4,0,3
FUN_028621,0,0,0,0,0,0,0,0,0,0
FUN_027124,0,10,0,0,10,18,8,14,0,23
FUN_027125,3,4,2,0,16,10,4,18,9,11
FUN_027126,668,835,787,734,1049,881,747,1124,1034,1425
FUN_027127,0,0,0,0,0,0,0,0,0,0
FUN_027120,411,474,179,319,909,413,406,649,503,657
FUN_027121,0,0,0,0,0,0,0,0,0,0
FUN_027122,111,373,89,266,365,273,214,323,268,373
FUN_027123,59,42,21,27,39,25,60,37,23,68
FUN_027128,107,154,134,129,140,149,133,98,135,231
FUN_027129,20,38,16,29,73,52,38,66,42,66
FUN_017509,0,1,0,0,2,3,0,1,0,1
FUN_017508,251,353,232,295,673,654,372,626,546,853
FUN_017501,0,0,0,0,0,0,0,0,0,0
FUN_017500,1155,1846,1854,1399,2474,2223,1849,2395,2503,2778
FUN_017503,0,0,0,0,2,0,0,0,0,0
FUN_017502,1269,1524,1271,1073,3067,2133,1364,2840,2678,3586
FUN_017505,40,72,32,46,79,52,37,71,59,87
FUN_017504,479,714,674,497,1374,1082,632,1735,1233,2516
FUN_017507,0,0,0,0,0,0,0,2,0,0
FUN_017506,0,0,0,0,0,0,0,0,0,0
FUN_004260,514,761,530,545,876,757,702,758,708,953
FUN_004261,0,0,0,0,0,0,0,0,0,0
FUN_004262,924,1190,1060,1108,2087,1493,1225,1971,1406,2251
FUN_004263,50,57,95,85,106,112,68,125,83,158
FUN_004264,16,84,45,132,8,12,781,3,6,4
FUN_004265,0,0,0,0,0,0,0,0,0,0
FUN_004266,2223,3164,3752,2874,3566,2891,2497,3370,2810,3772
FUN_004267,0,0,0,0,0,0,0,2,0,0
FUN_004268,18,28,15,20,37,27,23,20,32,39
FUN_004269,303,452,358,359,412,437,275,458,346,449
FUN_024467,310,510,403,404,3279,3432,1811,3752,3596,4730
FUN_018858,2,0,0,0,0,0,3,0,0,0
FUN_018859,0,0,0,0,0,0,0,0,0,0
FUN_018852,1948,2660,2935,2519,4472,3091,2645,3999,3187,4490
FUN_018853,0,0,0,0,0,0,0,0,0,0
FUN_018850,0,2,5,2,0,5,0,0,0,0
FUN_018851,8,8,12,3,37,21,6,30,31,29
FUN_018856,0,0,0,0,0,0,0,0,0,0
FUN_018857,16,22,23,15,7,8,23,10,17,19
FUN_018854,225,283,116,108,4026,3210,627,5151,3671,4590
FUN_018855,0,0,0,0,0,0,0,0,0,0
FUN_019109,15,32,22,17,38,38,25,36,34,34
FUN_019108,572,770,573,644,1315,1067,709,1274,1192,1407
FUN_019107,0,0,0,0,0,0,0,0,0,0
FUN_019106,6,0,0,7,9,18,7,19,0,28
FUN_019105,723,1071,823,819,1680,1274,1054,1401,1353,1822
FUN_019104,0,0,0,5,0,0,5,0,0,0
FUN_019103,1,1,2,4,7,3,4,8,3,6
FUN_019102,0,0,0,0,195,308,0,8,11,25
FUN_019101,5,8,4,12,15,5,16,10,15,15
FUN_019100,497,1383,1554,985,148,124,678,158,189,116
FUN_020762,3211,4174,4012,3488,7091,5254,4597,6902,5193,7472
FUN_011519,3,0,0,0,0,0,6,0,0,2
FUN_023641,22,44,31,36,162,210,162,293,297,255
FUN_021469,2,11,4,5,31,8,6,5,6,10
FUN_021468,139,888,407,149,627,429,197,758,687,928
FUN_021467,0,0,0,0,0,0,0,0,0,0
FUN_021466,12,71,36,35,47,40,40,27,37,41
FUN_021465,0,0,0,0,2,0,0,0,4,1
FUN_021464,298,354,296,298,587,454,332,577,515,631
FUN_021463,0,0,0,0,0,0,0,0,0,0
FUN_021462,115,139,100,135,252,206,207,228,220,294
FUN_021461,21,24,10,17,37,19,16,23,6,26
FUN_021460,13,56,18,17,66,43,14,49,40,44
FUN_023642,166,161,139,98,470,421,142,487,312,396
FUN_028746,67,29,57,4,124,27,0,49,121,101
FUN_020738,18438,14906,18365,6482,1164,3835,9711,67,48,396
FUN_020739,62,47,68,106,134,105,75,122,108,143
FUN_020734,663,993,764,737,1590,1220,882,1435,1352,1618
FUN_020735,0,0,0,0,2,2,0,0,3,2
FUN_020736,48,73,77,63,186,143,148,215,209,183
FUN_020737,175,145,199,147,130,117,121,104,123,139
FUN_020730,972,1216,1017,942,2002,1674,898,1821,1610,2420
FUN_020731,72,74,60,70,112,101,83,136,83,121
FUN_020732,12,6,5,6,19,8,13,21,16,23
FUN_022881,35,91,65,69,377,360,79,687,543,331
FUN_008361,190,243,218,185,714,515,277,712,556,706
FUN_008360,0,2,0,0,0,0,0,0,0,5
FUN_008363,0,0,0,0,0,0,0,0,0,0
FUN_008362,144,176,128,160,233,219,155,218,199,274
FUN_008365,0,0,0,0,0,0,0,0,0,0
FUN_008364,141,192,70,187,377,353,233,303,240,453
FUN_008367,88,64,48,63,20,48,154,0,0,70
FUN_008366,1,1,1,0,3,2,1,2,2,3
FUN_008369,56,39,53,7,53,29,21,16,20,25
FUN_008368,0,0,0,0,0,1,0,0,0,7
FUN_000174,57,73,32,78,113,120,92,139,107,143
FUN_000175,14,11,0,10,15,22,9,20,24,20
FUN_000176,11,10,9,13,39,17,13,36,30,21
FUN_000177,704,364,442,449,94,26,569,0,4,206
FUN_000170,0,0,390,0,0,0,0,0,0,489
FUN_000171,11,13,22,7,30,29,9,25,41,40
FUN_000172,0,0,0,0,0,0,0,0,0,0
FUN_000173,0,0,0,0,0,0,0,0,0,0
FUN_000178,0,0,0,0,0,0,0,0,0,0
FUN_000179,31,35,50,40,70,55,43,70,51,98
FUN_007746,1265,1632,1208,1299,2985,2363,2467,2893,2670,3879
FUN_002995,102,108,23,77,134,83,150,134,134,151
FUN_007744,1842,3001,1999,2042,2931,2648,2358,2665,2312,3153
FUN_002997,223,262,110,112,579,596,127,786,500,549
FUN_007742,5892,7827,3779,6120,8660,7405,7134,8145,7701,9953
FUN_002991,0,0,0,0,0,0,0,0,0,0
FUN_007740,0,0,0,0,0,4,0,0,0,0
FUN_007741,57,60,72,84,74,76,44,59,69,88
FUN_002998,781,842,1032,966,1690,1337,960,1601,1247,1891
FUN_002999,77,96,21,103,68,38,69,71,56,95
FUN_007748,56,96,19,41,86,66,111,62,78,80
FUN_005678,12,24,19,26,35,28,15,41,21,42
FUN_005679,41,29,20,51,57,68,19,40,51,68
FUN_000288,71,51,40,49,131,133,103,129,126,166
FUN_000289,0,0,0,0,0,0,0,0,0,0
FUN_005670,0,0,0,0,0,0,0,0,0,0
FUN_000287,0,0,0,0,0,0,0,0,0,0
FUN_000284,33,24,9,19,42,39,40,41,41,56
FUN_005673,243,391,363,280,480,388,326,451,320,490
FUN_005674,46,78,50,59,154,107,68,109,67,164
FUN_000283,0,0,0,0,18,41,113,41,34,37
FUN_000280,2,0,0,0,0,3,2,0,0,3
FUN_000281,0,0,0,0,0,0,0,0,0,0
FUN_002733,188,297,328,280,475,385,339,553,334,550
FUN_007926,474,626,464,458,847,688,571,782,675,916
FUN_008267,356,482,572,493,929,587,439,757,778,835
FUN_007927,20129,24948,33287,26396,29211,22838,22495,27476,21681,27518
FUN_007924,0,0,0,0,0,0,0,0,0,0
FUN_007925,6,17,8,12,20,13,4,15,11,9
FUN_016902,405,604,448,501,847,617,536,760,650,951
FUN_016903,0,0,0,0,0,0,0,0,0,0
FUN_016900,2423,2827,3401,2495,4386,2847,2313,3811,2627,3754
FUN_016901,14,32,19,11,18,12,13,38,26,23
FUN_016906,4,0,0,0,17,12,0,0,0,16
FUN_016907,11,0,3,5,6,8,7,5,20,10
FUN_016904,10,23,16,19,27,28,22,28,34,33
FUN_016905,0,0,0,0,0,0,0,0,0,0
FUN_016908,5008,6246,7076,7172,11107,8265,7353,10707,8491,11356
FUN_016909,109,68,66,5,211,121,58,114,69,110
FUN_003485,16,15,14,23,45,49,15,40,29,33
FUN_003484,0,0,0,0,12,9,9,14,9,21
FUN_003487,0,0,0,0,0,0,0,0,0,0
FUN_003486,113,125,137,116,291,213,120,216,166,293
FUN_003481,348,203,212,112,32,71,352,0,0,52
FUN_003480,0,0,0,0,0,0,0,0,0,0
FUN_003483,0,0,0,0,0,0,0,0,0,0
FUN_003482,0,0,0,0,0,0,0,0,0,0
FUN_003489,458,537,391,412,1344,850,767,1360,958,1328
FUN_003488,0,0,0,0,0,0,0,0,0,0
FUN_000127,0,2,0,0,0,2,3,2,0,2
FUN_005330,3,2,0,6,1,1,1,1,4,1
FUN_000125,64,121,64,126,132,82,76,77,92,147
FUN_004109,1334,2061,1256,1460,1653,1311,1651,1297,1751,2091
FUN_004108,489,589,409,418,1163,875,611,1144,957,1190
FUN_010429,134,116,112,72,58,47,104,41,0,52
FUN_010428,0,0,0,0,0,0,0,0,0,0
FUN_003739,5700,8996,6154,6390,8336,7346,6737,7771,8048,10672
FUN_003738,285,311,345,242,563,441,353,587,350,696
FUN_004101,146,189,216,177,289,214,224,331,247,325
FUN_003736,44,70,82,88,53,45,41,60,79,74
FUN_004103,0,0,0,0,0,0,0,0,0,0
FUN_004102,1,0,1,1,2,2,1,2,4,4
FUN_003733,19,24,11,19,37,27,34,29,36,63
FUN_003732,0,0,0,0,0,4,0,0,2,0
FUN_003731,1,1,1,3,1,1,1,1,1,1
FUN_010424,4,17,10,9,10,10,8,18,8,14
FUN_005336,66,82,58,63,163,124,48,72,93,161
FUN_003840,0,0,4,0,0,0,0,0,0,5
FUN_002468,51,23,36,35,99,87,36,102,99,99
FUN_002469,1341,3219,3016,2677,2994,2697,1726,3332,1606,3091
FUN_002464,30,34,10,18,51,66,43,87,53,88
FUN_002465,0,0,0,0,0,0,0,0,0,0
FUN_002466,23,16,25,28,26,28,26,29,31,23
FUN_002467,0,0,0,0,0,0,0,0,0,1
FUN_002460,0,0,0,0,0,0,0,2,0,0
FUN_002461,121,177,232,170,252,192,161,206,154,229
FUN_002462,2,12,6,11,14,10,19,10,17,20
FUN_002463,0,0,0,0,0,0,0,0,0,0
FUN_012379,3,11,3,4,8,7,5,10,14,19
FUN_012378,0,0,0,0,0,1,0,0,0,0
FUN_012375,0,0,0,0,0,0,0,0,0,0
FUN_012374,30,26,58,48,58,52,55,72,58,70
FUN_012377,0,0,0,0,0,0,0,0,0,0
FUN_012376,202,191,142,49,773,322,259,214,417,512
FUN_012371,0,0,0,0,0,0,0,0,0,0
FUN_012370,293,315,153,272,758,618,326,796,661,738
FUN_012373,38,67,52,73,107,84,74,84,55,119
FUN_012372,0,0,0,0,0,0,0,0,0,0
FUN_014430,0,9,5,3,5,0,4,0,0,7
FUN_013423,421,560,392,409,644,493,508,507,519,690
FUN_014432,6,16,17,0,12,13,11,19,0,15
FUN_014433,380,580,346,465,733,616,649,549,539,770
FUN_013426,102,187,95,87,404,370,154,509,447,576
FUN_014435,11,17,16,13,0,16,0,18,23,29
FUN_014436,0,0,0,0,0,0,0,0,0,0
FUN_013425,448,618,461,519,1086,784,573,908,826,1143
FUN_014438,35,48,48,45,94,62,57,63,49,93
FUN_014439,23,22,14,84,0,41,33,0,0,0
FUN_013428,0,0,0,0,0,0,0,0,0,0
FUN_013429,254,217,91,180,338,330,251,358,300,446
FUN_011482,1542,2490,1992,2745,3335,2806,2726,2739,2273,3334
FUN_011483,58,115,91,86,404,327,128,620,311,412
FUN_011480,4,15,12,20,25,25,11,25,23,29
FUN_011481,4,12,10,16,21,19,7,16,8,9
FUN_011486,1,1,1,1,1,1,1,1,1,1
FUN_011487,0,0,0,0,0,0,0,0,0,0
FUN_011484,0,0,0,0,0,0,0,0,0,0
FUN_011485,119,153,130,196,331,314,137,351,235,365
FUN_011488,6,17,0,10,40,32,19,21,20,29
FUN_011489,0,0,0,0,0,0,0,0,0,0
FUN_000905,326,477,352,488,593,482,386,464,435,608
FUN_000904,0,0,0,0,0,0,0,0,0,0
FUN_000907,129,121,45,79,198,121,128,120,142,224
FUN_000906,129,128,152,108,221,187,160,222,203,289
FUN_000901,39,44,17,39,100,142,90,203,146,197
FUN_029383,42,83,94,85,44,111,60,26,29,47
FUN_000903,0,0,0,0,0,0,0,0,0,0
FUN_029381,0,0,0,0,3,0,3,3,3,5
FUN_000909,190,243,239,232,545,493,241,427,345,567
FUN_000908,0,0,0,0,0,0,0,0,0,0
FUN_029388,4251,5231,5553,4452,6415,4833,4742,5848,5386,8370
FUN_029389,1371,2143,1327,1811,2693,2240,1944,2561,2209,2765
FUN_009779,56,112,129,107,79,85,101,103,91,122
FUN_009778,116,107,127,58,0,39,63,0,0,16
FUN_009775,126,155,190,115,115,88,122,74,75,106
FUN_009774,219,280,233,255,414,351,236,405,380,479
FUN_009777,0,0,0,0,0,0,0,0,0,0
FUN_009776,5258,21817,13808,27652,64,6729,13925,23,16,35
FUN_009771,0,0,0,0,0,0,0,0,0,0
FUN_009770,202,347,340,267,497,362,321,400,413,583
FUN_009773,0,0,0,0,0,0,0,0,0,0
FUN_009772,100,126,66,109,233,222,142,242,196,302
FUN_029658,18,58,71,25,71,63,39,44,49,62
FUN_029659,0,3,1,2,2,0,5,2,4,7
FUN_029650,86,142,94,113,141,110,105,116,109,176
FUN_012590,0,17,4,16,31,21,69,43,33,49
FUN_029652,0,0,0,0,0,0,0,0,0,0
FUN_012592,672,1128,928,702,1804,1724,2355,2611,1848,2775
FUN_012595,0,0,0,0,0,0,0,0,0,2
FUN_029655,71,78,113,86,138,113,97,112,97,170
FUN_012597,0,0,0,0,0,0,0,0,0,0
FUN_012596,43,74,102,47,115,101,48,117,84,101
FUN_016289,0,0,0,0,1,0,0,2,0,0
FUN_016288,197,230,325,262,358,263,230,295,272,337
FUN_016281,3,0,0,0,1,0,0,0,0,0
FUN_016280,0,0,0,0,0,0,0,0,0,0
FUN_016283,7,23,0,19,39,28,36,47,29,41
FUN_016282,37,43,11,26,29,17,31,37,53,49
FUN_016285,0,4,0,2,2,2,2,2,2,8
FUN_016284,0,0,0,0,0,0,0,0,0,0
FUN_016287,0,1,0,0,0,2,0,0,0,2
FUN_016286,0,0,0,0,0,0,0,0,0,0
FUN_010993,4,6,32,39,3,0,5,2,0,9
FUN_015740,0,0,0,0,0,0,0,0,0,0
FUN_010991,0,0,0,0,0,0,3,0,4,5
FUN_015742,452,643,148,356,317,180,584,323,378,464
FUN_010997,26,54,52,38,96,51,77,88,51,87
FUN_010996,611,837,727,655,1274,926,721,1061,1013,1379
FUN_015747,0,0,0,0,0,0,0,0,0,0
FUN_015746,6,0,0,0,14,18,6,13,12,11
FUN_015749,5522,4098,2641,684,799,288,1979,8,21,1871
FUN_015748,0,0,0,0,0,0,0,0,0,0
FUN_010999,43,68,23,79,75,52,60,55,46,101
FUN_010998,0,0,0,0,0,0,0,0,0,0
FUN_027231,56,75,34,54,71,84,67,75,51,120
FUN_016133,6047,6736,3712,615,30669,3079,548,9737,7256,13274
FUN_016132,124,134,192,216,265,152,135,300,161,305
FUN_016131,978,1186,1073,1236,2513,2142,1220,2453,2007,2461
FUN_016130,82,117,40,92,170,110,90,210,157,205
FUN_016137,114,167,92,133,235,237,182,266,253,399
FUN_016136,34,41,30,30,54,82,41,79,59,68
FUN_016135,0,2,0,0,0,0,0,3,0,0
FUN_016134,10,19,0,8,23,8,14,12,6,19
FUN_016139,68,1074,536,4,234,62,0,87,162,324
FUN_016138,2,0,0,0,5,2,2,0,0,0
FUN_009199,215,509,248,461,338,195,333,184,182,277
FUN_009198,0,2,0,0,0,0,2,0,3,2
FUN_009191,1,3,1,0,1,0,0,0,0,2
FUN_009190,317,447,297,438,733,578,529,693,674,887
FUN_009193,0,0,3,0,0,0,0,0,0,0
FUN_009192,0,0,5,0,9,0,2,11,13,0
FUN_009195,156,198,194,185,452,352,223,405,274,483
FUN_009194,0,0,0,0,0,0,0,0,0,0
FUN_009197,334,313,469,311,894,706,386,783,590,891
FUN_009196,205,233,111,154,365,322,279,344,274,453
FUN_017428,377,490,480,534,801,723,534,650,532,695
FUN_017429,0,7,0,0,0,0,10,0,0,6
FUN_017426,163,278,115,183,340,325,248,343,315,424
FUN_017427,5,5,3,4,6,6,3,7,4,8
FUN_017424,0,0,3,0,7,8,0,0,0,29
FUN_017425,19,74,23,33,87,88,64,128,99,142
FUN_017422,94,99,84,62,152,107,90,132,123,134
FUN_017423,21384,16341,10169,8522,4042,5311,14189,99,147,5159
FUN_017420,0,7,0,0,8,5,8,0,9,6
FUN_017421,43,146,73,127,56,113,76,47,66,104
FUN_008822,4,10,5,5,0,0,2,2,2,6
FUN_008823,18,33,13,27,42,20,26,40,46,88
FUN_008820,0,0,0,0,0,0,0,0,0,0
FUN_008821,220,329,262,206,421,320,283,356,330,388
FUN_008826,1643,2553,1861,2609,2182,1739,1933,1559,1482,2072
FUN_008824,0,0,0,6,11,5,0,8,0,0
FUN_008825,0,0,0,0,0,0,0,0,0,0
FUN_008828,221,347,215,283,283,280,220,174,254,378
FUN_008829,160,199,211,182,541,390,195,543,423,696
FUN_028529,362,487,415,451,925,676,603,869,816,927
FUN_028528,2,0,0,0,2,3,0,3,0,3
FUN_026549,51,90,33,80,90,60,91,99,103,97
FUN_026548,155,182,119,157,430,369,356,402,368,438
FUN_023719,270,414,222,257,626,361,297,353,414,634
FUN_023718,14,10,23,18,29,24,18,42,35,27
FUN_028521,15,20,16,10,17,17,16,21,14,18
FUN_026544,932,1159,1281,1014,1966,1544,1157,1845,1608,2538
FUN_026547,0,0,0,0,0,0,0,0,0,0
FUN_028522,4,14,12,10,16,9,0,10,9,17
FUN_026541,3124,3347,4268,3118,4741,3592,3083,3785,3576,4516
FUN_026540,767,1199,579,786,1869,1573,1272,1955,1829,2072
FUN_023711,0,0,0,0,0,0,0,0,0,0
FUN_028526,39,28,0,15,34,16,26,21,24,54
FUN_025012,426,534,470,562,1069,866,619,1140,930,1378
FUN_025013,8,15,28,0,17,25,9,43,25,30
FUN_025010,0,1,0,0,2,0,0,2,0,2
FUN_025011,0,1,0,0,2,2,1,0,2,3
FUN_025016,516,230,361,206,55,109,255,11,24,60
FUN_022049,1,0,1,1,1,0,0,0,1,1
FUN_025014,0,0,0,0,0,5,0,0,0,0
FUN_025015,3,2,0,3,4,7,4,2,9,15
FUN_022044,0,0,0,0,0,0,0,0,0,0
FUN_022045,0,0,0,0,0,0,0,0,0,0
FUN_022046,15,30,37,27,48,42,20,32,21,46
FUN_022047,0,0,0,0,0,0,0,0,0,0
FUN_022040,1,9,4,6,6,7,5,5,4,4
FUN_022041,2,10,4,11,14,5,3,9,8,8
FUN_022042,801,1011,837,1027,1564,1144,1132,1716,1323,1735
FUN_022043,13,57,11,13,9,4,22,29,47,45
FUN_024946,0,0,0,0,0,0,0,0,0,0
FUN_024945,0,0,0,0,0,0,0,0,0,0
FUN_024944,0,0,0,0,0,0,0,0,0,0
FUN_024943,63,104,40,60,99,70,83,109,106,123
FUN_024942,0,0,0,0,0,0,0,0,0,0
FUN_024941,0,0,0,0,0,0,0,0,0,0
FUN_024940,24,63,58,28,64,91,47,106,83,131
FUN_024949,3416,4823,5869,4913,5852,4658,4270,5385,4594,5834
FUN_024948,54,91,82,73,120,115,58,132,84,125
FUN_014199,191,302,447,322,328,359,275,365,272,436
FUN_014198,0,0,0,0,0,0,0,1,0,0
FUN_014197,123,159,83,113,375,202,220,276,205,278
FUN_014196,13,30,3,19,34,35,22,38,33,34
FUN_014195,0,0,0,0,0,0,0,0,0,0
FUN_014194,76,100,109,77,182,218,110,216,179,239
FUN_014193,1,0,0,0,0,0,0,0,0,1
FUN_014192,185,281,330,261,684,564,283,662,552,824
FUN_014191,0,0,0,0,0,0,0,0,0,0
FUN_014190,294,55,105,22,35,11,71,0,0,43
FUN_015525,0,4,3,0,1,0,0,1,0,3
FUN_022486,7,18,6,14,20,12,21,17,9,23
FUN_015526,49,316,140,170,1086,807,895,980,854,1042
FUN_015520,0,18,0,5,7,10,10,0,10,12
FUN_019477,3,12,2,4,12,4,7,11,4,27
FUN_030011,0,0,0,0,0,0,0,0,0,0
FUN_019475,0,0,0,0,0,0,0,0,0,0
FUN_030013,644,865,518,754,752,679,890,696,776,755
FUN_030014,178,848,620,857,108,243,565,109,102,84
FUN_030015,37,30,12,38,39,14,23,26,27,24
FUN_030016,0,0,8,0,3,0,2,0,0,6
FUN_019470,336,591,425,410,2278,498,299,1207,1035,1435
FUN_030018,0,0,0,0,0,0,0,0,0,0
FUN_030019,69,146,129,132,193,154,96,216,168,204
FUN_022483,1255,1423,1053,1352,2721,2045,1395,2373,2192,2993
FUN_019479,211,198,210,174,159,222,205,206,143,189
FUN_019478,10,11,13,10,14,21,8,10,0,26
FUN_027821,849,1908,1551,1695,2075,1856,1523,2195,2119,2847
FUN_022488,18,23,26,12,0,15,49,3,5,2
FUN_015528,0,4,0,0,2,0,3,0,7,4
FUN_024055,0,0,0,0,0,0,0,0,0,0
FUN_017310,0,0,0,0,0,0,1,3,4,2
FUN_024057,787,1124,652,887,2294,1720,1273,2370,2008,2763
FUN_024056,0,0,0,0,0,0,0,0,0,0
FUN_024051,0,2,0,0,0,1,0,5,0,2
FUN_024050,17,23,15,38,17,30,18,22,24,24
FUN_024053,226,333,142,228,429,329,277,303,323,450
FUN_024052,0,0,0,0,0,0,0,0,0,0
FUN_024059,115,152,115,156,464,343,247,582,348,435
FUN_024058,67,143,115,142,219,163,123,208,159,238
FUN_017313,5703,8620,7805,6729,10679,9248,7529,9915,7919,11094
FUN_021669,44,63,55,69,103,78,49,87,90,116
FUN_021668,4630,6504,7099,6849,10174,7687,6970,10542,7837,10242
FUN_021665,0,29,25,39,41,29,15,35,28,33
FUN_021664,469,563,414,550,1030,752,805,1109,896,1337
FUN_021667,15,17,0,12,13,18,13,30,0,17
FUN_021666,6,3,6,8,7,4,7,5,7,13
FUN_021661,110,212,154,179,447,400,317,385,398,497
FUN_021660,23,54,47,24,130,155,47,155,114,160
FUN_021663,6,8,9,4,10,18,4,14,19,29
FUN_021662,0,0,0,0,0,0,0,0,0,0
FUN_017316,0,0,0,0,0,0,0,0,0,0
FUN_017317,0,3,4,0,0,0,0,7,11,21
FUN_027627,5,5,0,3,6,3,2,8,9,5
FUN_027626,77,126,15,29,63,60,89,33,52,70
FUN_027625,0,0,0,0,0,0,3,0,0,0
FUN_027624,0,0,0,0,0,0,0,0,0,0
FUN_027623,5,0,0,0,3,3,0,0,3,3
FUN_027622,728,1155,1127,1038,1001,1004,838,831,650,951
FUN_027621,72,92,159,109,58,39,35,18,58,61
FUN_027620,1,2,0,3,2,0,2,2,1,7
FUN_027629,0,0,0,0,1,0,0,0,4,1
FUN_027628,179,232,227,212,400,332,249,401,400,571
FUN_020532,135,142,75,17,158,45,27,28,31,81
FUN_020533,8,16,17,0,29,21,12,8,9,27
FUN_020530,0,0,0,0,0,2,0,0,0,0
FUN_020531,349,441,545,503,840,713,506,806,680,951
FUN_020536,141,146,134,152,411,289,274,380,355,409
FUN_020537,0,0,0,0,0,0,0,0,0,0
FUN_020534,143,217,146,179,215,130,288,72,44,185
FUN_020535,0,11,0,0,16,11,1,8,13,7
FUN_020538,18,26,48,44,69,60,27,54,49,80
FUN_020539,1,1,1,3,1,0,1,4,2,1
FUN_027083,0,2,0,3,3,2,2,2,1,2
FUN_027082,91,134,126,97,201,125,118,169,196,211
FUN_027081,0,0,0,0,0,0,0,0,0,0
FUN_027080,550,872,902,670,1353,945,668,1146,1025,1440
FUN_027087,5,2,1,2,0,3,6,8,7,6
FUN_027086,52,69,68,48,75,54,60,84,62,69
